"","datetime","city","country","shape"
"47056",1996-05-15,"tulsa","us","sphere"
"59298",2002-06-03,"old hickory","us","sphere"
"83677",2009-09-18,"martinsburg","us","sphere"
"26104",2005-01-28,"waianae","us","triangle"
"24440",2009-01-23,"springfield","us","light"
"78257",2004-08-30,"athrugiriya (sri lanka)","",""
"87267",2001-09-03,"berlin","us","changing"
"56752",2010-06-22,"fairborn","us","circle"
"57744",2008-06-26,"dix hills","us","circle"
"17566",2012-11-07,"durand","us","light"
"38160",2006-03-31,"furnace creek&#44 ca (death valley)","","light"
"43671",2008-04-27,"captain cook","us","light"
"50487",2006-05-04,"glendale","us","sphere"
"81748",2000-09-12,"walnut","us","sphere"
"11285",2006-11-17,"river falls and prescott (between; hwy. 35)","","triangle"
"25372",2000-12-06,"sunderland (uk/england)","gb","triangle"
"37969",2006-03-30,"penicuik (uk/scotland)","gb","triangle"
"66896",2009-07-27,"wesley chapel","us","triangle"
"17927",2009-01-18,"jacksonville beach","us","cigar"
"85865",2004-09-25,"windsor","us","triangle"
"88122",2012-09-06,"beeton (canada)","","teardrop"
"79398",2010-08-05,"falkirk (uk/scotland)","gb","circle"
"81323",1999-09-01,"bothell","us","formation"
"8866",2010-11-11,"uncasville","us","light"
"84478",2000-09-21,"glenn ellyn","","oval"
"29313",2003-02-14,"brandon","us","fireball"
"75694",2003-08-21,"ottawa (canada)","ca","flash"
"38280",2000-03-03,"prescott valley","us","circle"
"53121",NA,"portugal","","light"
"446",2009-10-11,"plymouth","us","triangle"
"86756",2002-09-29,"colchester (uk/england)","gb","light"
"65495",2013-07-02,"naschitti","us","triangle"
"61934",2000-07-12,"gilbert","us","diamond"
"39815",2006-04-11,"malibu","us","other"
"28005",2006-01-08,"bergen (norway)","","circle"
"80496",2011-08-09,"auburn","us","cross"
"20876",2006-12-18,"warren","us","cylinder"
"49288",2004-05-26,"westlake village","","disk"
"57084",2012-06-23,"staten island","","fireball"
"6628",2013-10-31,"boca raton","us","flash"
"1164",2003-10-12,"prince george (canada)","ca","light"
"48962",2005-05-24,"sullivans island","us","light"
"57018",2009-06-23,"otoe","us","light"
"77866",2011-08-28,"rolla","us","light"
"77904",2013-08-28,"kapoho","us","light"
"79003",2002-08-04,"keystone","us","light"
"86619",2011-09-28,"lindsborg","us","other"
"11627",2010-11-18,"spokane","us","oval"
"83564",2000-09-18,"san diego","us","oval"
"38686",2009-03-05,"lacey","us","sphere"
"43242",1994-04-25,"albuquerque","us","sphere"
"35383",2007-03-16,"vernon (canada)","ca","unknown"
"48859",2009-05-23,"vancouver","us","unknown"
"47428",2004-05-16,"north vancouver (canada)","ca","light"
"87719",1976-09-05,"broadview heights","us","disk"
"69999",2000-07-06,"lincon city","","cross"
"12604",2013-01-01,"sacramento","us","light"
"43713",2013-04-27,"conway","us","light"
"49298",2006-05-26,"smithfield","us","unknown"
"21194",2007-01-02,"canton","us","disk"
"21114",1999-01-02,"seattle","us","light"
"20963",2013-12-18,"waynesboro","us","fireball"
"76307",2009-08-22,"san jose","us","oval"
"52293",1975-06-01,"daleville","us","disk"
"23225",2013-12-27,"corona","us","light"
"50595",2014-05-04,"rockford","us","light"
"76173",1998-08-22,"madera/manteca (on the hiway)","","other"
"12048",1994-01-01,"ringwood","us","unknown"
"54027",1965-06-15,"pottstown","us","other"
"70193",2013-07-06,"tucson","us","oval"
"517",2013-10-11,"shelby township","","changing"
"47336",2012-05-15,"wailea&#44 mckenna&#44 maui&#44 hi","","diamond"
"79792",2002-08-07,"murfreesboro","us","triangle"
"22452",2008-12-24,"oakland","us","circle"
"45357",NA,"west monroe","us","light"
"80484",2010-08-09,"las vegas","us","other"
"25806",2007-01-27,"etobicoke (canada)","ca","circle"
"21597",2011-12-21,"seaside","",""
"35922",2007-03-19,"palm coast","us","changing"
"55039",2004-06-16,"lahaina","us","cross"
"86683",2013-09-28,"indianapolis","us","formation"
"68106",2007-07-03,"columbus","us","light"
"5346",2001-10-27,"huntsville","us","other"
"84347",2009-09-20,"highland","us","oval"
"26412",2003-01-29,"los angeles","us","egg"
"50795",2012-05-05,"gilbert","us","triangle"
"38587",1997-03-05,"san francisco","us","oval"
"76011",2006-08-02,"lobelville","us","light"
"8971",1974-11-01,"oil city","us","unknown"
"88595",2012-09-08,"albuquerque","us",""
"29980",2014-02-16,"edison","us","oval"
"55864",1975-06-20,"warren","us","circle"
"14926",2007-11-28,"kings mountain","us","diamond"
"17851",2007-11-08,"highspire","us","fireball"
"30569",2006-02-20,"vandercook lake","us","light"
"47798",2013-05-18,"florence","us","light"
"61601",1999-07-01,"charalton","","light"
"77320",2007-08-26,"liverpool (uk/england)","gb","light"
"18866",2010-12-10,"rohnert park","us","sphere"
"47887",2004-05-19,"ohsweken (canada)","","triangle"
"888",2006-10-01,"las vegas","us","fireball"
"50237",2013-05-31,"fresno","us","light"
"35478",2013-03-16,"wasilla","us","circle"
"76503",2007-08-23,"foxboro","us","light"
"18161",2002-11-09,"miami","us","rectangle"
"35793",2012-03-18,"buffalo","us","sphere"
"59845",1989-06-06,"rheinland-pfalz (germany)","","sphere"
"29254",1990-02-14,"davenport","us","triangle"
"46134",1997-05-01,"syracuse","us","unknown"
"31012",2011-02-02,"redding","us","changing"
"61066",2001-07-11,"sutter creek","us","changing"
"33763",2001-03-11,"avra valley","us","chevron"
"2546",2002-10-16,"guilford/abbot","","cigar"
"61621",2000-07-01,"waco","us","circle"
"4294",2010-10-22,"plano","us","cone"
"16028",2007-11-04,"salem","us","cylinder"
"69656",1972-07-05,"park city","us","disk"
"4220",2003-10-22,"abingdon","us","fireball"
"66906",2010-07-27,"glenview","us","fireball"
"8835",2006-11-11,"fairless hills","us","light"
"24078",2012-12-31,"heathrow","us","light"
"80933",2001-09-11,"cyril","us","light"
"53166",2007-06-01,"victoria (canada)","ca","oval"
"67309",2004-07-29,"ochos rios (jamaica)","","sphere"
"51094",2004-05-07,"pompano beach","us","triangle"
"52061",1962-06-01,"bartlesville","us","unknown"
"74706",2001-08-18,"brazoria","us","unknown"
"5639",2007-10-28,"glasgow (uk/scotland)","gb","other"
"38056",2013-03-30,"azusa","us","unknown"
"74914",2012-08-18,"columbus","us","sphere"
"1566",2012-10-13,"hudson","us","circle"
"9302",2007-01-11,"riverside","us","circle"
"10667",2012-11-15,"toms river","us","circle"
"20060",2005-12-14,"stanley","us","diamond"
"29621",2003-02-15,"fort stockton","us","disk"
"22188",2004-12-23,"somerville","us","other"
"8151",2012-10-09,"san diego","us","sphere"
"81287",1994-09-01,"tucumcari (on i-40 westbound)","us","triangle"
"59319",2004-06-03,"albuquerque","us","sphere"
"15685",2009-11-03,"mechanicsburg","us","other"
"48081",2000-05-20,"santa clarita","us","light"
"76451",2003-08-23,"airdrie (canada)","ca","unknown"
"26287",2013-01-28,"remus","us","teardrop"
"6468",2005-10-31,"clarksville","us","other"
"41469",2000-04-17,"santa fe","us","cylinder"
"83111",2000-09-16,"laughlin","us","formation"
"59069",2007-06-30,"new york city (brooklyn)","us","triangle"
"26600",2013-12-09,"benton","us","cigar"
"85047",2000-09-22,"tacoma (northeast)","us","disk"
"38979",1999-03-07,"belvidere","","egg"
"2555",2002-10-16,"waco","us","light"
"41213",1989-04-16,"mentone","us","other"
"14234",1976-11-25,"omaha","us","rectangle"
"44256",2008-04-30,"south lake tahoe","us","sphere"
"27727",1979-01-07,"toronto (canada)","ca","triangle"
"20715",2004-12-17,"haleakala (maui)/mauna kea (both)","","unknown"
"53030",1999-06-01,"townsend","us","unknown"
"49790",2002-05-29,"sedona","us","disk"
"52778",1993-06-01,"sherbrooke (canada)","ca","fireball"
"53889",2012-06-14,"southfield","us","other"
"79025",2003-08-04,"washington state coastline","","light"
"29721",2009-02-15,"abilene","us","other"
"3694",2011-10-20,"plano","us","triangle"
"935",2007-10-01,"gadsden","us","unknown"
"11490",2001-11-18,"fergus falls","us","other"
"11496",2001-11-18,"foley","us","other"
"11480",2001-11-18,"seattle","us","other"
"10212",2011-11-14,"green river","us","triangle"
"41779",2012-04-18,"saugerties","us","unknown"
"49379",2013-05-26,"sacramento","us","circle"
"68462",1997-07-04,"dadeville","us",""
"88829",2012-09-09,"alvadore","us","circle"
"30261",2011-02-18,"north bend","us","light"
"33453",2011-02-09,"troy","us","fireball"
"78145",1981-08-30,"parbrow (canada)","","cigar"
"40585",1965-04-14,"daytona beach","us","cigar"
"27705",2014-01-06,"jackson","us","unknown"
"9811",1998-11-13,"maybrook","us",""
"79512",2001-08-06,"molalla","us","chevron"
"13105",2011-11-21,"penetanguishene (canada)","ca","circle"
"65943",2012-07-23,"gates","us","circle"
"20800",2013-12-17,"port charlotte","us","disk"
"33819",2006-03-11,"brick town","","disk"
"42486",1998-04-02,"midland","us","disk"
"86144",2008-09-26,"bay minette","us","light"
"32024",2008-02-27,"lake havasu city","us","oval"
"29436",2013-02-14,"spokane","us","sphere"
"34114",2009-03-01,"iraq (above a u. s. military camp)","","triangle"
"74440",2000-08-17,"redding","us","unknown"
"50505",2008-05-04,"apache junction","us","light"
"39323",2014-03-08,"san bernardino","us","light"
"73636",1996-08-15,"gold beach","us","other"
"31916",2014-02-26,"hillsboro","us","light"
"69480",2013-07-04,"rockford","us","teardrop"
"70150",2011-07-06,"doha (qatar)","","sphere"
"81053",2009-09-11,"lincoln","us","circle"
"16045",2008-01-14,"stephenville","us","disk"
"11812",2006-11-19,"hiram","us","light"
"37450",2004-03-27,"san jose","us","light"
"54008",1964-06-15,"milan","us","sphere"
"8958",1971-11-01,"belo horizonte-minas gerais (brazil)","","cylinder"
"87326",2005-09-03,"browns summit","us","changing"
"65439",2011-07-02,"washington","","disk"
"54773",2005-06-15,"shilo","","flash"
"65086",2003-07-21,"port angeles","us","sphere"
"75473",2006-08-20,"hamlin","us","unknown"
"78725",2000-08-03,"pierceton","us","other"
"17802",2005-11-08,"eugene","us",""
"39373",2000-03-09,"mountain home (3 miles so. of mo in center of ar)","us","fireball"
"16096",2010-11-04,"sioux city","us","light"
"70773",2009-07-08,"campos altos (brazil)","","rectangle"
"30706",1999-02-21,"fairbanks (20m miles south of)","us","triangle"
"224",2009-10-10,"suffolk","us","unknown"
"39612",2005-04-10,"la quinta","us","circle"
"7229",2010-10-05,"edgerton","us","disk"
"74200",2001-08-16,"st-polycarp (near valleyfield) (canada)","","disk"
"24688",2004-12-04,"sutherland","us","light"
"24848",2011-12-04,"bellevue/issaquah","","light"
"31300",1999-02-23,"deer valley airport-phoenix (north of)","","other"
"6802",2010-10-03,"holland and grand haven (between)","","oval"
"38770",1995-03-06,"mountain city","us",""
"82324",2006-09-14,"south hill","us","circle"
"80125",2003-08-08,"manchester","us","diamond"
"42622",2014-04-02,"westmoreland","us","disk"
"77910",2013-08-28,"ft. branch","us","disk"
"4906",1997-10-25,"st. thomas&#44 (u. s. virgin islands)","","light"
"31762",2014-02-25,"evanston","us","light"
"86833",2008-09-29,"huffman","us","light"
"29838",2002-02-16,"statesville","us","sphere"
"55320",2009-06-17,"newcastle-under-lyme (uk/england)","","teardrop"
"1623",1995-10-14,"belmont","us","triangle"
"22333",1984-12-24,"tocca","","triangle"
"22761",2009-12-25,"birmingham (uk/england)","gb","triangle"
"34652",2011-03-13,"four oaks","us","triangle"
"66160",2012-07-24,"corinth","us","triangle"
"84988",2013-09-02,"holyoke","us","unknown"
"86496",2002-09-28,"glen cove","us","light"
"14123",2006-11-24,"phoenix","us","rectangle"
"57242",2007-06-24,"williamsport","us","fireball"
"86727",1998-09-29,"wauconda","us","fireball"
"43401",2014-04-25,"grandbay","","formation"
"68623",2003-07-04,"attleboro","us","formation"
"84403",2012-09-20,"birmingham","us","light"
"30957",2006-02-02,"lexington","us","oval"
"28906",1995-02-12,"el cerrito","us",""
"2762",1999-10-17,"jacksonville","us","chevron"
"19075",2013-12-11,"powell","us","chevron"
"19286",2003-12-01,"baltimore","us","chevron"
"9553",2014-01-11,"chesapeake city","us","circle"
"17221",2014-01-16,"coldwater","us","circle"
"51643",2001-06-10,"pocahontas","us","circle"
"87163",2010-09-30,"burlington","us","diamond"
"87175",2011-09-30,"luquillo (puerto rico)","","diamond"
"3668",2010-10-20,"daniels park","","disk"
"84231",2003-09-20,"frankfort","us","disk"
"9084",1999-11-01,"san diego","us","egg"
"32952",2012-02-06,"grove city","us","formation"
"8147",2012-10-09,"antioch","us","light"
"69348",2012-07-04,"choctaw","us","light"
"64241",2002-07-18,"winnipeg (canada)","ca","other"
"44202",2003-04-30,"beaumont","us","triangle"
"57016",2008-06-23,"seymour","us","triangle"
"52094",1965-06-01,"scottsville","us","light"
"26151",2007-12-08,"olathe","us","light"
"81591",2011-09-01,"falmouth","us","light"
"72256",2010-08-01,"laurie (5 mi. w of; 52 mile marker on osage)","us","sphere"
"19394",2008-01-21,"apache junction","us","cigar"
"46383",1995-05-12,"santa fe","us","chevron"
"52228",1972-06-01,"shelter cove","us","disk"
"60725",1976-07-10,"phoenix","us","disk"
"87818",2006-09-05,"firestone/frederick","","flash"
"7430",2007-10-06,"mountain view","us","light"
"14520",2008-11-26,"i-355 and 159th st","","light"
"27680",2012-01-06,"cottonwood","us","light"
"65092",2003-07-21,"shasta lake","us","light"
"17549",2012-01-17,"milford","us","other"
"24630",2001-12-04,"santa ana/garden grove","","oval"
"42530",2005-04-02,"nashua","us","sphere"
"48858",2009-05-23,"grand prairie","us","sphere"
"78273",2006-08-30,"chicago","us","oval"
"47020",1990-05-15,"raymond/epping","","oval"
"64172",2013-07-17,"waldport","us","light"
"45988",2013-05-11,"chandler","us","light"
"80424",2006-08-09,"bloomington","us","circle"
"11546",2004-11-18,"mendham","us","light"
"26606",2013-01-29,"smithville","us","other"
"17279",2001-11-07,"mccall","us","oval"
"24568",2014-01-23,"arbuckle","us","sphere"
"31561",2009-02-24,"dinuba","us","sphere"
"76285",2007-08-22,"songtan/pyongtaek (republic of korea)","","sphere"
"59815",1968-06-06,"state college","us","oval"
"56795",2012-06-22,"pittstown","us","light"
"83856",2003-09-19,"longmont","us","light"
"59248",1968-06-03,"rocky mountains (east side of )","","other"
"107",2000-10-10,"valley park area of st. louis","","oval"
"38725",2012-03-05,"leesburg","us","fireball"
"30479",1947-02-20,"syracuse","us","disk"
"42942",2008-04-23,"marked tree","us","disk"
"44157",1948-04-30,"kelseyville","us","disk"
"44159",1976-04-30,"fricot city","","disk"
"66538",2000-07-26,"fulshear","us","fireball"
"19757",2013-12-12,"germantown","us","light"
"83498",2011-09-17,"pilesgrove","","light"
"1268",2012-10-12,"pittsburgh","us","rectangle"
"17774",2004-01-18,"glocester","","teardrop"
"45841",1999-05-11,"cold lake (canada)","ca","triangle"
"71169",1996-08-10,"seattle","us","triangle"
"80204",2009-08-08,"sudbury","us","triangle"
"80254",2011-08-08,"dallas","us","triangle"
"42669",1998-04-22,"vancouver (western sky over)&#44 moving north to south.","","light"
"15873",NA,"brockton","us",""
"84573",2007-09-21,"albuquerque","us","cigar"
"14599",1981-11-27,"north bergen","us","fireball"
"51822",1995-06-11,"downey","us",""
"2284",2003-10-15,"north little rock","us","changing"
"2680",2011-10-16,"palmer lake","us","chevron"
"86941",1966-09-30,"hohonfels (germany)","","cigar"
"48988",2008-05-24,"butler","us","circle"
"57848",1998-06-27,"penfield","us","circle"
"77106",2010-08-25,"blue island","us","circle"
"84817",2005-09-02,"boliver","","circle"
"51985",1943-06-01,"nebraska","","disk"
"63352",2002-07-15,"franklin county","us","disk"
"81867",2008-09-12,"dublin","us","disk"
"84146",1982-09-20,"dixie","us","disk"
"85061",2001-09-22,"singapore","","disk"
"8821",2005-11-11,"county durham (uk/england)","gb","egg"
"57785",2011-06-26,"highland park","us","fireball"
"86732",1999-09-29,"nashville","us","fireball"
"30718",2001-02-21,"surrey (uk/england)","gb","flash"
"48721",2011-05-22,"florissant","us","flash"
"48820",2006-05-23,"indianapolis","us","flash"
"9483",2012-01-11,"gulf of mexico","","formation"
"28348",2001-02-10,"rockford","us","formation"
"45556",2011-04-09,"orlando","us","formation"
"55747",2007-06-19,"yellowstone national park","","formation"
"1666",2002-10-14,"ely","us","light"
"7174",2005-10-05,"tupper lake","us","light"
"16732",2012-01-15,"orlando","us","light"
"32929",2010-02-06,"skegness (uk/england)","gb","light"
"49183",2010-05-25,"los angeles","us","light"
"65293",1997-07-02,"boonville","us","light"
"245",2010-10-10,"everett","us","other"
"589",1977-10-01,"fountain valley","us","other"
"46757",1999-05-14,"america west flt 2620 (phoenix-oakland&#44 nv-ca)","","other"
"612",1983-10-01,"elizabeth township","","oval"
"12975",1980-11-21,"clarksburg","us","oval"
"62965",1977-07-15,"new albany","us","oval"
"63024",1982-07-15,"reidsville","us","oval"
"28522",2003-02-11,"boston","us","rectangle"
"42791",2012-04-22,"albuquerque","us","rectangle"
"3191",1998-10-19,"deweyville","us","sphere"
"27206",2005-01-04,"bellevue","us","sphere"
"62477",1994-07-14,"perpignan/canet (between) (france)","","sphere"
"66707",2013-07-26,"sainte-genevieve (canada)","","sphere"
"69533",2013-07-04,"modesto","us","sphere"
"79900",2010-08-07,"moses lake","us","sphere"
"11901",2012-11-19,"providence","us","teardrop"
"7221",2010-10-05,"pensacola","us","triangle"
"12054",1995-01-01,"travelers rest","us","triangle"
"15107",2003-11-29,"limerick","us","triangle"
"33007",2000-02-07,"alton","us","triangle"
"46139",1998-05-01,"new york city (manhattan)","us","triangle"
"46287",2010-05-01,"hallettsville","us","triangle"
"76251",2004-08-22,"palermo","us","triangle"
"82621",1983-09-15,"clovis","us","triangle"
"77250",2001-08-26,"seattle","us","unknown"
"86632",2012-09-28,"polk city","us","unknown"
"13518",2013-11-02,"wickenburg","us","light"
